	Acartia-tonsa_adults_SR	Amphibalanus-amphitrite_larva_ou	Calanoides-carinatus_active-pop_BL	Calanus-hyperboreus_female_AF	Eucalanus-hyalinus_high-oxygen_CA	Eucyclops-serrulatus__SR	Eurytemora-affinis_adults_fr	Labidocera-madurae_femalesPooled_SR	Lernaea-cyprinacea_hote_SR	Lsalmonis_female_SR	Metridia-longa_female_AU	Nannocalanus-minor__BY	Neocalanus-flemingeri_pooledFemales_SR	Onana_female_in	Osimilis_female_in	Paracyclopina-nana_SRR1664735_Tr	Penaeus-aztecus_10Hepatopancreas_ou	Pleuromamma-robusta__BU	Pseudocalanus-sp_female_BE	Pseudodiaptomus-annandalei_1ind_SR	Tigriopus-japonicus_SRR1784985_Tr	Tigripus-kingsejongensis_SRR2034718_Tr	Tracheliastes-polycolpus_female_le
PF14008.7	3	82	1	4	1	17	6	4	1	10	15	1	8	2	2	6	4	9	5	5	2	5	3
PF17745.2	12	15	2	7	4	1	2	4	0	0	2	1	4	0	0	0	6	2	5	22	2	2	2
PF06625.12	4	18	44	64	48	22	16	6	7	3	48	13	38	4	2	0	6	12	0	2	6	3	1
PF16413.6	2	12	3	3	2	13	7	5	1	0	1	1	6	11	1	1	4	2	2	3	10	1	1
PF09735.10	2	7	19	13	6	45	11	8	12	9	25	4	20	1	1	1	2	19	9	22	19	12	1
PF10231.10	1	41	1	11	2	4	1	15	3	3	4	1	1	5	3	5	2	1	2	27	2	1	2
PF06466.12	1	11	1	4	5	23	3	2	1	1	1	2	16	1	1	4	3	1	2	18	1	2	2
PF06638.12	2	24	26	17	30	66	10	31	22	3	2	2	8	8	8	137	9	5	12	11	131	37	26
PF13302.8	2	58	13	10	9	28	8	33	10	1	6	11	2	16	17	10	4	2	30	3	15	3	0
PF13523.7	5	0	0	0	0	10	6	0	9	6	0	10	0	0	0	0	3	5	0	36	0	9	14
PF16203.6	1	18	7	1	2	12	2	2	9	1	1	1	1	10	8	1	2	1	5	4	1	2	7
PF13625.7	1	10	3	1	1	10	10	0	2	1	1	1	1	10	5	1	1	1	5	1	1	3	1
PF00854.22	5	30	95	68	21	60	27	19	32	10	18	37	15	34	16	97	35	26	30	35	16	18	6
PF00839.18	18	112	62	178	52	112	96	61	261	0	165	17	929	32	32	44	129	165	46	63	64	42	37
PF10280.10	101	43	10	10	4	36	14	104	0	2	9	22	21	32	33	21	25	12	12	20	20	11	3
PF05160.14	1	0	32	2	4	10	5	4	14	2	7	14	2	2	2	1	2	6	2	4	4	6	4
PF14942.7	2	6	4	5	2	22	1	2	4	7	5	4	5	0	0	0	17	9	0	10	22	11	0
PF13891.7	84	81	6	1	7	37	16	6	11	61	18	4	1	4	4	15	36	2	1	5	40	10	21
PF05783.12	14	96	50	18	38	141	24	59	71	11	220	25	30	29	29	143	20	36	46	87	108	26	9
PF05024.16	2	6	4	0	1	15	6	2	1	1	1	6	3	1	1	1	14	7	7	8	11	7	55
PF11277.9	5	15	7	15	5	36	37	1	9	1	4	5	4	2	2	6	27	2	3	1	10	10	3
PF05907.14	1	6	7	0	19	3	2	8	3	1	2	2	1	4	4	3	5	8	4	2	4	2	4
PF10637.10	2	19	3	10	3	27	3	2	4	2	2	2	6	2	4	8	2	4	2	7	6	2	8
PF08675.12	3	19	63	2	142	56	22	60	50	7	2	3	32	2	2	32	1	1	4	20	13	2	38
PF14836.7	3	2	1	163	67	19	6	1	4	0	59	1	1	17	9	1	0	204	7	2	47	2	1
PF12280.9	15	20	18	30	0	20	30	27	24	12	15	6	6	0	0	12	2	9	0	31	29	13	12
PF10375.10	3	0	32	2	87	48	10	22	5	8	8	4	3	2	3	18	7	3	15	3	3	6	0
PF18190.2	18	2	2	2	1	17	1	1	1	6	3	1	3	1	1	17	0	10	0	0	2	1	2
PF18409.2	7	5	3	1	1	33	1	0	3	2	1	2	1	14	3	8	1	62	3	19	2	2	2
PF00365.21	4	64	27	20	24	80	11	24	62	4	35	50	28	4	8	32	29	36	18	18	6	2	4
PF15309.7	6	10	22	25	11	51	10	6	6	3	36	10	20	12	12	55	0	45	4	30	28	8	4
PF01218.19	1	15	1	2	7	15	10	1	10	8	3	3	1	2	2	2	2	1	11	1	30	1	1
PF14838.7	10	4	4	11	2	10	1	4	1	2	6	2	22	1	1	1	3	3	4	6	1	7	1
PF14837.7	2	4	6	1	1	11	2	6	2	10	4	2	2	2	2	4	8	14	2	2	2	6	4
PF11764.9	3	9	3	2	2	7	2	2	4	9	16	4	2	5	5	3	15	7	2	9	4	6	0
PF09756.10	18	59	22	63	0	65	16	20	29	52	22	0	24	20	30	6	22	53	0	18	0	0	22
PF03190.16	4	0	1	9	2	12	2	9	3	1	3	1	1	2	2	8	13	13	0	2	0	0	0
PF08519.13	7	3	4	2	3	10	12	8	3	9	2	1	6	4	4	1	8	2	4	4	1	12	9
PF08167.13	6	60	70	12	20	25	98	54	10	0	152	0	0	15	6	2	28	234	0	0	6	4	2
PF07565.14	99	51	79	38	30	78	87	39	33	96	22	28	25	120	90	240	71	81	31	51	181	22	38
PF11029.9	2	7	4	56	4	6	6	11	12	0	0	8	1	0	0	0	7	2	3	3	9	6	0
PF09790.10	40	8	8	39	9	33	1	16	11	4	31	6	1	6	4	4	4	8	6	3	1	7	6
PF05236.15	16	77	1	6	1	17	27	2	2	2	6	2	2	8	6	9	4	3	2	12	2	2	21
PF07531.15	33	9	5	19	11	24	73	24	2	3	9	6	5	1	4	15	10	21	24	49	4	6	29
PF14934.7	4	8	3	0	36	21	6	2	4	0	16	1	1	10	12	45	5	14	3	0	11	6	0
PF05669.13	5	0	2	6	10	9	10	1	4	2	5	4	4	2	2	2	3	2	1	1	1	3	10
PF02089.16	2	101	64	40	27	53	29	37	47	5	18	23	30	5	7	14	22	60	22	24	42	9	4
PF02129.19	82	20	22	72	52	13	112	9	64	26	46	1	26	1	1	9	2	70	18	43	122	177	2
PF10613.10	1	150	78	79	51	19	40	98	31	38	46	18	3	38	38	386	4	17	86	258	257	93	51
PF00060.27	1	249	284	135	51	57	103	40	38	19	67	22	29	57	56	340	12	40	48	134	257	123	30
PF00497.21	1	211	216	142	83	35	76	93	29	11	97	50	7	61	75	1268	4	50	63	104	395	112	35
PF01923.19	2	7	1	1	1	18	2	3	7	1	3	2	3	2	2	24	1	1	27	10	1	6	42
PF01148.21	56	10	15	11	3	20	8	6	25	8	85	5	4	12	3	14	6	50	13	3	17	9	1
PF03765.16	1	29	8	14	0	16	14	5	20	3	9	2	12	2	6	6	4	3	13	9	5	4	4
PF16901.6	4	1	32	8	15	9	5	11	3	5	6	4	4	2	2	2	2	3	6	4	9	2	2
PF19179.1	2	2	19	101	8	30	29	15	8	0	39	12	110	3	3	9	31	40	20	1	0	0	0
PF01813.18	15	27	5	2	6	19	12	16	13	2	2	7	19	3	3	4	4	1	3	4	2	9	2
PF06732.12	2	25	5	2	1	5	2	2	2	2	4	2	2	2	2	4	2	2	4	2	1	2	2
PF07386.12	9	0	1	0	11	0	2	5	0	0	0	0	0	9	8	0	0	0	1	6	0	0	0
PF07156.15	1	22	22	12	5	1	2	1	1	11	5	5	6	2	2	1	2	6	29	20	3	6	1
PF12572.9	12	21	10	4	20	209	36	4	4	0	3	2	2	4	14	4	6	4	3	4	6	3	4
PF05207.14	5	0	1	0	2	1	3	6	2	0	5	1	2	1	1	1	2	2	4	20	2	1	0
PF10232.10	2	36	6	4	16	48	1	2	2	16	9	3	3	8	12	4	7	1	1	3	9	4	10
PF10218.10	25	2	7	0	1	5	0	7	3	0	1	0	12	2	2	2	7	1	8	9	2	1	1
PF16014.6	9	44	18	15	8	14	13	6	27	36	56	0	30	4	8	31	22	57	12	7	20	24	8
PF16573.6	2	44	1	9	1	15	11	182	1	4	1	10	1	19	19	7	1	1	1	9	14	20	1
PF06807.15	22	5	8	1	11	81	1	13	10	44	11	1	7	58	47	115	9	10	6	1	1	1	14
PF14782.7	8	16	4	4	0	11	55	15	3	0	82	0	0	2	2	32	2	2	0	4	11	17	5
PF14781.7	9	6	0	7	0	9	2	0	0	0	0	0	0	8	8	10	10	0	0	4	36	0	0
PF13802.7	2	17	3	6	4	4	10	13	15	2	12	4	3	4	4	9	7	4	8	5	15	34	3
PF17137.5	1	3	4	26	0	1	6	18	2	1	0	1	1	57	1	5	4	3	2	3	0	8	4
PF02005.17	2	211	9	2	4	20	21	9	2	9	5	1	2	120	44	1	32	7	2	5	21	17	2
PF13844.7	1	13	13	5	1	26	10	4	21	8	1	5	3	3	3	11	8	3	1	6	7	6	8
PF04801.14	1	44	1	1	2	20	4	7	6	2	13	4	2	2	2	15	1	5	8	25	7	4	10
PF14369.7	3	36	379	78	5	57	16	170	14	11	410	262	14	230	26	6	215	33	2195	20	4	0	0
PF17789.2	16	119	0	14	2	4	0	48	209	2	3	2	6	0	0	39	26	18	0	6	8	0	2
PF00762.20	1	5	9	1	3	22	2	3	16	0	1	2	2	6	3	4	33	2	2	6	8	6	4
PF10357.10	6	6	8	3	4	17	3	3	5	2	4	9	4	14	4	9	4	2	5	12	2	1	9
PF18131.2	45	135	10	10	19	16	18	12	18	18	8	13	58	12	20	37	28	19	30	105	12	10	124
PF00710.21	5	55	10	7	8	3	4	2	2	3	7	1	3	15	4	4	0	2	6	14	2	2	2
PF17763.2	5	3	5	10	3	4	9	2	3	3	3	1	0	0	0	3	0	0	2	46	2	2	3
PF08643.11	16	0	0	0	32	23	0	16	0	0	0	4	0	3	3	31	4	3	1	0	0	0	0
PF14397.7	40	0	5	112	14	0	0	8	4	0	0	0	8	0	0	0	0	6	36	0	0	0	0
PF10457.10	4	2	3	7	2	44	2	4	9	2	5	8	13	0	0	0	4	5	1	10	2	2	7
PF16496.6	2	10	3	4	2	9	2	2	13	8	4	2	2	5	9	7	2	2	6	3	3	2	2
PF04433.18	5	6	5	42	3	80	15	6	25	11	8	4	10	31	34	10	10	11	5	10	23	13	19
PF16495.6	1	2	1	2	1	7	1	1	29	4	2	1	1	4	6	12	2	2	22	27	1	2	1
PF16498.6	3	15	2	5	2	20	2	2	53	4	4	2	2	3	9	6	2	2	4	3	2	2	3
PF01414.20	6	89	62	68	74	10	6	18	70	25	15	0	0	6	6	12	54	13	16	15	8	4	8
PF02441.20	1	6	6	2	2	2	4	1	1	3	1	1	4	2	4	0	10	2	3	1	2	12	2
PF18723.2	4	0	51	90	5	0	5	6	0	0	26	25	4	0	0	0	0	65	26	23	0	0	0
PF05076.14	2	28	2	1	2	0	16	4	6	0	1	3	1	0	0	0	1	3	2	5	0	0	0
PF12470.9	8	2	2	2	64	0	30	10	1	0	2	2	2	0	0	0	1	12	4	10	0	0	0
PF01063.20	1	6	92	14	11	21	1	3	5	1	2	23	5	4	5	10	4	6	8	5	4	10	1
PF13299.7	4	10	7	8	2	3	2	2	3	2	2	2	2	2	2	8	4	2	3	4	2	2	1
PF01144.24	5	30	2	32	16	15	11	26	29	2	6	2	5	4	6	2	20	8	8	6	12	18	2
PF13336.7	6	0	2	0	0	11	2	17	8	18	6	1	5	11	10	2	3	8	0	6	0	0	1
PF16199.6	5	5	4	2	2	5	2	2	1	1	2	2	2	1	4	3	1	14	1	3	2	1	1
PF11540.9	17	28	19	12	20	29	8	20	22	13	9	2	14	1	2	5	23	11	4	4	4	8	6
PF05285.13	5	80	3	18	3	12	3	13	30	3	3	21	3	3	3	9	32	3	3	7	10	2	3
PF08158.13	19	1	27	3	2	38	2	20	6	1	9	6	6	2	2	6	22	129	4	4	2	2	2
PF12896.8	3	4	3	3	1	4	1	8	5	0	2	2	2	2	1	28	2	2	1	2	1	3	8
PF01092.20	1	5	8	3	7	37	10	16	73	2	14	4	12	2	2	1	12	25	17	57	2	14	1
PF08506.11	16	1	41	51	39	86	20	126	51	10	74	15	31	23	18	7	2	27	34	106	62	17	8
PF03378.16	6	4	8	60	2	4	3	6	17	12	13	3	2	6	4	5	3	21	25	4	6	3	2
PF01968.19	4	6	1	1	3	9	5	3	7	2	7	1	11	1	1	2	1	3	2	4	30	17	1
PF05378.14	4	21	4	1	10	8	10	6	2	2	0	3	1	4	4	9	7	2	4	7	48	12	4
PF02538.15	1	18	1	1	2	5	6	6	1	1	1	1	4	1	1	2	1	3	2	9	3	1	1
PF04882.13	25	8	7	4	6	2	4	59	0	0	2	8	4	0	0	12	6	5	12	14	6	6	0
PF08676.12	2	9	6	3	4	14	5	16	3	2	2	4	1	7	5	13	4	2	4	4	4	5	13
PF14678.7	4	5	33	3	6	5	8	2	1	2	2	4	43	4	4	4	12	6	8	8	12	5	211
PF14680.7	3	3	2	8	2	5	2	1	2	1	3	3	10	2	2	10	2	4	1	4	12	4	2
PF14675.7	1	2	1	0	1	1	2	2	2	0	1	1	1	1	1	7	3	2	0	2	11	5	1
PF14676.7	4	2	2	1	3	3	10	3	4	4	4	3	2	5	5	12	3	4	3	9	18	5	1
PF14679.7	10	1	10	0	3	2	24	2	3	0	6	2	3	3	3	20	1	2	0	8	36	0	3
PF10366.10	11	2	9	2	2	8	1	18	52	3	4	2	1	11	11	37	42	2	12	10	58	13	13
PF11464.9	16	10	2	2	1	22	1	2	9	4	4	4	12	14	28	48	19	29	36	7	90	24	20
PF04062.15	4	6	12	7	14	61	11	7	10	2	4	7	16	3	11	3	5	9	30	13	7	22	4
PF01327.22	3	0	3	5	1	12	2	4	1	4	1	1	44	5	4	3	2	1	10	3	2	0	0
PF01243.21	1	20	2	0	3	5	1	2	2	3	10	1	0	4	7	1	2	3	2	0	1	1	12
PF10590.10	1	31	2	0	9	4	1	3	2	6	4	1	1	4	8	1	2	3	3	0	3	1	6
PF12766.8	2	4	4	0	0	21	4	5	4	12	10	4	0	5	10	3	2	6	0	0	0	0	12
PF10558.10	10	50	4	16	4	3	4	8	4	2	46	8	6	8	2	6	2	66	14	12	64	6	4
PF18371.2	2	16	59	132	40	43	20	17	46	38	20	10	106	37	18	59	2	25	20	47	68	10	66
PF17098.6	102	252	104	72	64	188	40	40	142	42	21	32	90	36	42	106	168	12	0	89	36	30	32
PF09404.11	2	9	1	6	1	84	45	10	8	1	8	0	7	3	3	5	9	1	26	3	24	10	22
PF06825.13	30	0	0	0	0	71	28	0	60	22	51	0	68	22	21	36	0	25	20	0	14	30	0
PF15086.7	3	0	0	0	0	0	14	0	1	0	4	0	0	0	0	3	1	7	0	1	3	0	0
PF01208.18	2	16	1	3	1	7	1	9	5	0	3	2	1	2	6	4	2	1	4	2	2	5	2
PF06677.13	2	13	8	2	3	25	3	7	21	7	1	3	3	8	10	8	6	2	6	2	2	2	12
PF13869.7	2	14	10	6	18	14	21	2	1	3	17	8	2	4	6	14	9	8	47	4	2	1	2
PF06071.14	2	0	9	7	4	37	3	2	28	3	2	2	11	1	5	12	3	4	2	4	3	2	2
PF11701.9	5	4	9	69	30	23	36	13	6	82	30	9	8	8	7	8	5	38	10	33	15	12	24
PF07574.14	35	14	17	7	21	89	25	5	2	1	23	5	7	30	43	1	0	15	20	53	2	16	7
PF16544.6	6	2	5	3	8	9	4	8	5	3	6	1	4	2	3	4	2	11	3	10	5	3	3
PF16185.6	16	11	2	12	2	5	2	4	100	0	6	74	2	2	7	43	70	4	10	8	460	3	9
PF01249.19	2	0	1	0	1	3	0	3	2	0	0	0	0	4	5	2	0	0	1	4	0	0	0
PF11816.9	2	7	8	2	1	43	1	2	2	2	8	1	8	1	1	1	2	1	2	6	2	1	2
PF07165.12	18	10	18	6	6	3	8	5	3	1	3	2	0	3	2	7	3	18	1	7	2	4	11
PF03437.16	32	26	4	0	1	25	4	9	2	5	39	1	2	6	6	4	5	0	3	12	8	21	0
PF08172.13	15	67	33	12	12	135	48	54	78	3	35	8	8	36	36	128	45	24	12	20	21	32	16
PF16699.6	1	4	2	1	1	4	2	1	1	1	1	1	1	1	1	5	1	1	5	3	1	2	1
PF04774.16	16	104	14	5	6	129	33	6	67	16	12	4	21	4	16	6	3	5	17	16	27	18	6
PF09812.10	2	8	3	4	4	18	2	1	34	4	2	1	4	14	2	8	2	28	2	57	4	5	4
PF19056.1	60	127	98	52	72	83	115	124	240	139	33	67	14	33	51	277	78	52	58	69	143	27	34
PF03635.18	3	20	1	7	9	51	2	2	12	4	27	1	1	2	2	1	15	1	7	45	12	5	1
PF09739.10	4	7	2	7	5	26	2	6	7	2	18	2	3	6	3	5	3	2	4	6	8	11	33
PF17286.3	5	20	9	2	4	7	5	34	14	2	6	6	5	33	33	3	2	15	32	32	9	8	7
PF17285.3	6	12	2	5	2	19	1	9	7	10	1	1	1	1	1	1	1	3	1	12	13	1	3
PF08338.12	2	8	5	37	3	13	6	6	4	9	1	5	4	4	2	6	2	1	2	3	1	5	0
PF16528.6	4	7	2	3	2	7	50	6	15	3	2	2	2	2	2	3	3	12	6	7	1	3	1
PF03694.14	9	0	2	0	2	0	4	8	2	1	10	2	4	2	2	0	0	7	0	2	6	1	2
PF15411.7	42	4	2	16	0	0	2	2	6	0	6	0	0	0	0	42	52	0	0	28	216	0	0
PF08938.11	1	28	2	1	6	14	76	4	10	21	6	1	8	5	5	20	1	22	2	10	4	6	10
PF12210.9	2	10	12	10	3	33	14	10	18	3	43	2	76	13	13	7	52	10	4	4	20	16	3
PF03943.14	1	2	1	2	4	12	5	6	3	5	24	2	3	4	4	4	3	0	2	3	3	6	3
PF09162.11	1	2	2	11	4	7	5	26	7	0	1	2	3	2	2	1	13	1	2	6	13	5	3
PF08623.11	8	11	14	10	6	65	14	9	15	14	6	6	10	5	5	10	13	12	5	24	12	5	9
PF17144.5	1	19	3	8	13	14	2	3	30	4	21	2	11	5	8	13	12	9	32	26	2	7	6
PF14204.7	4	21	3	7	12	68	26	6	44	13	21	2	25	7	15	40	14	5	9	24	3	15	8
PF01858.18	2	90	2	0	4	7	4	2	4	2	2	3	3	2	12	1	6	1	2	6	16	2	2
PF01857.21	6	109	1	4	3	8	12	3	8	3	15	2	1	3	22	6	7	3	4	9	26	2	6
PF11934.9	16	2	8	2	14	25	12	6	4	27	9	6	68	12	24	3	5	6	21	27	52	6	2
PF16550.6	6	63	13	2	6	62	4	22	16	12	44	4	20	20	20	12	32	8	8	7	27	52	4
PF04683.14	11	9	1	3	6	10	2	1	11	2	8	1	1	2	2	2	7	2	2	8	2	4	3
PF14606.7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13653.7	6	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
PF12341.9	3	5	3	0	3	13	9	6	4	3	1	3	15	6	4	13	7	6	4	14	4	2	4
PF01080.18	3	13	11	13	3	63	70	13	21	6	42	6	4	16	28	19	6	11	24	25	4	2	4
PF15454.7	9	6	12	5	2	0	6	3	0	1	3	2	4	0	0	4	2	1	7	10	0	0	0
PF08912.12	12	38	21	64	9	33	176	9	177	20	360	34	16	168	216	397	208	420	71	19	11	13	12
PF10455.10	6	90	48	49	32	89	98	76	16	48	8	15	4	12	18	28	18	0	7	50	8	8	2
PF05454.12	6	46	12	44	8	33	29	12	24	30	34	4	9	8	24	4	2	20	2	6	26	20	6
PF00368.19	4	5	3	19	1	23	7	9	8	2	5	1	1	2	11	12	1	6	1	33	4	1	1
PF08123.14	6	21	13	0	2	27	39	9	24	13	59	8	10	15	11	21	57	132	2	6	7	7	21
PF06881.12	10	1	13	50	5	47	10	10	10	8	12	3	7	1	1	1	14	23	6	9	3	3	2
PF16057.6	4	0	10	1	1	3	8	1	5	2	43	5	17	1	1	4	17	0	6	5	1	3	0
PF00634.19	306	29	124	0	43	39	16	143	27	39	85	27	138	0	0	7	8	22	0	7	21	0	47
PF11471.9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14013.7	78	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12424.9	9	4	4	2	7	12	7	14	15	8	9	1	3	5	9	30	17	4	2	11	38	4	4
PF09169.11	3	1	1	6	4	1	2	2	0	4	2	2	0	1	1	1	2	2	0	1	0	0	2
PF09103.11	3	1	2	1	17	4	12	1	0	1	2	5	0	2	2	2	0	2	0	1	0	0	9
PF09104.11	10	5	1	0	3	12	4	1	3	1	10	20	3	4	8	4	0	11	1	4	0	0	6
PF15860.6	16	239	400	425	197	187	57	179	19	6	138	105	86	153	151	91	14	41	104	82	194	153	15
PF12632.8	2	0	6	24	3	1	4	4	4	4	2	0	4	10	3	2	4	5	0	9	2	0	0
PF14768.7	24	43	4	15	2	0	0	16	0	0	2	2	2	0	0	0	3	4	6	0	0	0	0
PF14766.7	36	8	4	1	10	0	11	44	0	0	3	16	2	0	0	0	1	4	7	12	0	0	0
PF13038.7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06333.13	2	2	3	1	2	30	4	3	6	8	10	4	3	2	2	8	3	4	1	3	5	1	4
PF18296.2	3	8	1	3	2	23	2	2	5	6	6	1	1	6	6	6	23	2	3	4	4	10	2
PF11597.9	5	2	1	0	1	2	2	1	0	0	2	30	7	6	12	2	10	2	0	4	3	0	2
PF00343.21	1	21	85	10	10	27	9	12	30	1	7	1	65	10	1	5	3	24	17	6	11	5	1
PF06418.15	1	1	1	8	2	9	8	2	5	3	1	3	1	1	1	2	1	1	1	2	7	4	1
PF00306.28	1	14	4	5	9	10	1	6	22	1	3	2	2	1	2	1	1	1	2	6	3	1	2
PF03517.14	4	0	9	9	4	18	1	4	26	3	1	5	2	8	8	5	7	1	2	0	4	29	24
PF00162.20	2	27	33	16	2	51	2	5	30	8	1	13	5	2	1	6	2	4	3	5	2	1	1
PF10483.10	8	18	6	4	6	4	2	20	14	9	12	2	36	6	4	36	6	6	2	6	2	0	4
PF09995.10	2	15	11	0	1	10	12	3	1	0	7	8	0	6	2	20	6	16	13	12	5	7	7
PF12589.9	2	36	2	1	1	3	1	3	2	1	1	1	3	2	2	1	1	1	1	1	3	1	1
PF04111.13	2	4	2	1	2	19	1	2	2	1	1	1	1	5	4	2	1	1	1	4	1	2	3
PF17675.2	14	2765	23	10	14	93	7	16	50	10	24	8	10	51	40	6	14	12	11	44	126	17	17
PF10225.10	18	34	41	37	36	53	4	15	4	16	10	5	24	6	10	2	6	10	18	10	2	2	2
PF01221.19	12	11	35	18	9	54	13	12	46	0	4	4	0	17	31	54	56	15	6	67	49	24	6
PF12022.9	4	56	35	4	3	10	2	12	9	1	2	3	1	3	3	64	1	1	4	2	2	2	4
PF09752.10	3	18	14	8	5	16	3	1	7	4	11	19	3	6	5	15	12	7	19	9	6	4	11
PF11262.9	8	38	43	15	10	64	4	8	12	19	9	6	24	2	2	3	15	12	9	23	5	10	3
PF16134.6	5	11	14	8	2	22	8	15	20	35	15	6	8	3	3	4	2	12	13	2	11	3	4
PF11732.9	4	22	16	0	3	4	53	4	4	10	12	4	54	1	1	2	1	5	8	1	6	17	1
PF15013.7	4	24	4	16	6	10	1	2	1	2	1	2	2	1	1	8	4	3	15	2	8	2	2
PF03638.16	36	16	27	16	6	25	36	27	6	9	16	0	0	9	9	6	48	28	9	36	9	6	15
PF14225.7	2	3	2	5	1	7	16	8	5	2	2	2	3	1	2	22	6	4	2	3	31	2	6
PF08204.12	10	12	88	256	127	76	226	78	185	330	34	72	200	38	129	426	59	28	0	83	338	0	32
PF08683.12	5	4	11	8	12	18	6	5	14	37	30	0	3	11	4	0	5	7	8	37	3	17	8
PF06246.13	2	0	2	10	4	19	1	2	4	1	4	2	2	4	4	26	11	16	2	57	22	1	2
PF16206.6	2	36	4	6	6	7	3	8	5	3	6	2	2	2	2	14	14	4	8	3	4	3	3
PF05391.12	2	0	0	0	0	0	25	0	0	10	0	1	5	0	0	0	10	0	0	0	0	0	0
PF16605.6	1	0	1	17	1	15	3	9	1	0	0	9	9	6	4	0	0	0	0	8	0	0	0
PF12762.8	14	48	6	0	0	1	24	0	41	3	0	0	0	0	0	0	63	7	95	197	28	10	8
PF10187.10	8	26	9	15	3	13	48	47	2	16	16	2	12	4	14	2	26	10	0	45	6	12	14
PF03439.14	2	1	1	0	1	10	2	18	4	1	0	1	1	1	1	16	2	1	0	1	1	1	1
PF12815.8	6	9	6	3	18	8	6	72	8	0	0	6	3	0	0	41	50	1	28	9	21	0	2
PF11942.9	16	6	8	0	6	71	4	36	22	10	0	2	8	6	6	22	0	6	0	2	15	12	4
PF12205.9	2	10	2	2	1	7	2	2	3	2	104	3	2	2	2	6	5	87	4	4	1	4	4
PF08518.12	2	7	2	2	2	4	2	2	2	2	4	2	6	2	2	6	2	2	10	6	2	4	4
PF16559.6	10	0	7	8	20	26	14	15	11	1	2	8	14	1	1	4	2	1	32	24	1	2	0
PF17872.2	4	32	49	11	6	58	2	19	6	4	2	56	17	1	1	1	4	2	76	74	32	1	2
PF06832.13	6	652	65	100	36	48	216	71	64	179	78	40	103	24	52	335	90	14	115	26	225	0	16
PF15277.7	28	7	4	7	2	32	5	12	20	22	40	8	4	10	10	21	40	8	4	22	6	30	9
PF02045.16	17	12	6	29	3	20	6	4	6	3	16	20	11	7	4	80	2	3	22	5	5	14	4
PF04991.14	12	15	31	88	16	2	9	4	8	2	76	46	0	6	4	8	29	58	176	27	65	8	0
PF14648.7	4	10	5	25	2	24	3	1	5	7	8	1	2	3	2	9	3	1	2	3	1	7	4
PF14647.7	2	61	1	0	2	11	3	1	3	3	4	1	0	8	4	12	1	0	8	3	2	7	4
PF01624.21	1	13	11	0	9	29	11	11	10	4	17	6	18	2	2	39	3	18	13	11	6	2	1
PF01590.27	4	59	42	22	6	14	73	29	20	5	18	9	16	14	16	66	59	2	20	65	129	29	3
PF13185.7	12	99	38	18	16	27	222	48	54	33	18	2	10	59	63	257	88	12	37	119	298	20	6
PF08767.12	8	40	15	5	3	39	30	12	42	4	18	4	20	10	21	6	16	9	3	33	6	4	3
PF18784.2	2	2	4	3	2	14	12	6	18	2	6	2	2	7	6	4	10	3	2	26	6	3	2
PF18787.2	2	2	4	3	2	14	12	6	54	2	12	2	2	8	6	4	19	6	2	16	4	2	4
PF18777.2	1	2	2	1	1	25	6	3	5	2	6	1	1	5	4	2	8	3	1	7	2	1	1
PF18826.2	10	4	2	2	5	8	1	2	1	3	1	2	3	1	1	4	2	1	4	9	2	2	1
PF18716.2	54	14	4	1	10	6	14	75	1	3	18	2	24	3	3	3	5	18	16	30	3	8	9
PF14575.7	2	14	6	7	3	8	7	2	5	1	2	1	1	1	1	2	2	1	3	1	1	1	1
PF01404.20	1	9	11	3	3	4	5	1	4	1	16	1	1	1	1	2	0	1	5	1	1	1	1
PF18829.2	20	12	20	3	3	46	6	7	28	4	6	1	3	18	35	12	4	3	6	12	22	8	4
PF18808.2	12	24	34	5	3	15	6	3	19	6	8	5	5	4	6	14	5	8	4	8	18	8	4
PF18816.2	8	4	3	2	14	10	4	4	18	18	4	7	2	66	52	6	2	2	2	6	11	5	10
PF04265.15	4	20	4	4	3	390	3	1	6	6	0	4	0	1	1	8	3	1	12	5	2	2	4
PF04263.17	4	2	4	2	2	4	7	2	6	1	0	1	1	55	1	4	0	1	7	7	1	2	2
PF09774.10	12	13	6	6	9	32	4	2	10	4	6	4	6	2	6	12	9	12	4	4	2	6	6
PF04086.14	2	24	4	2	1	9	3	2	4	4	1	1	1	1	2	9	147	5	1	1	4	2	1
PF06423.13	4	20	2	2	10	10	15	8	10	6	4	2	7	6	6	8	12	8	22	2	29	44	20
PF18755.2	1	7	1	3	2	3	12	226	1	3	1	0	0	1	1	3	1	0	1	66	23	1	2
PF04762.13	2	13	17	58	1	80	5	8	8	3	9	2	10	10	10	26	15	6	10	6	6	5	6
PF12295.9	4	6	7	4	4	24	6	4	14	4	2	3	3	1	1	2	2	11	4	3	3	1	4
PF11935.9	14	24	4	6	5	23	66	14	6	14	16	1	1	8	10	12	8	22	3	17	20	10	2
